symbol,datetime,headline,source,url,date,open,high,low,close,volume,open.1,high.1,low.1,close.1,volume.1,open.2,high.2,low.2,close.2,volume.2,open.3,high.3,low.3,close.3,volume.3,open.4,high.4,low.4,close.4,volume.4,open.5,high.5,low.5,close.5,volume.5,open.6,high.6,low.6,close.6,volume.6,open.7,high.7,low.7,close.7,volume.7,open.8,high.8,low.8,close.8,volume.8,open.9,high.9,low.9,close.9,volume.9,open.10,high.10,low.10,close.10,volume.10,open.11,high.11,low.11,close.11,volume.11,open.12,high.12,low.12,close.12,volume.12,open.13,high.13,low.13,close.13,volume.13,open.14,high.14,low.14,close.14,volume.14,open.15,high.15,low.15,close.15,volume.15,open.16,high.16,low.16,close.16,volume.16,open.17,high.17,low.17,close.17,volume.17,open.18,high.18,low.18,close.18,volume.18,open.19,high.19,low.19,close.19,volume.19,next_close,next_return,movement
AAPL,2026-01-26 23:57:06,"Stock market today: S&P 500, Nasdaq rise as tech leads, UnitedHealth weighs on Dow amid earnings flood",Yahoo,https://finnhub.io/api/news?id=21f0d9a2923e6e63c1c4427f6fc12442b30e79a2ae543bfcb4444290473d45fc,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2699890136719,0.011197624644906631,1
AAPL,2025-12-23 13:55:00,NYSE Content Advisory: Pre-Market Update + S&P 500 Comes Off Third-Straight Winning Session,Yahoo,https://finnhub.io/api/news?id=e8ceddd444a009297b0d82d8dd41823080ca5cf5e401a36f17e5a5fd551694bb,2025-12-23,270.8399963378906,272.5,269.55999755859375,272.3599853515625,29642000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.80999755859375,0.005323881205088086,1
AAPL,2026-01-26 23:57:06,"Stock market today: S&P 500, Nasdaq futures rise as Dow lags with Fed meeting, GM earnings on deck",Yahoo,https://finnhub.io/api/news?id=ae062b61506ac6c35a7aca4b45a840b6a0fe9ad90a378f413671cef1c91541ac,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2699890136719,0.011197624644906631,1
AAPL,2026-01-26 23:57:06,"Stock market today: Dow, S&P 500, Nasdaq futures rise with Fed meeting, Big Tech earnings on deck",Yahoo,https://finnhub.io/api/news?id=07c26da7334ac0d191a6276349a77def37a4c846c3bb5ebee19ba3e1323c4cf0,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2699890136719,0.011197624644906631,1
AAPL,2026-01-26 23:57:06,"Stock market today: Dow, S&P 500, Nasdaq futures mixed with Fed meeting, Big Tech earnings on deck",Yahoo,https://finnhub.io/api/news?id=460fe4a507aafa4886ad2778b588c688672fc67b1abe368acf208c4d25ce6fd1,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2699890136719,0.011197624644906631,1
AAPL,2026-01-26 23:15:12,Should Apple’s New Creator Studio Bundle Reshape How Investors View AAPL’s Services Ecosystem Strategy?,Yahoo,https://finnhub.io/api/news?id=07d1f0013d11bf7a095049d2324d9c86da4d31e5a83581230ed76793a5be0353,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2699890136719,0.011197624644906631,1
AAPL,2026-01-26 21:37:16,Stock Market Today: Dow Up Despite Schumer Shutdown Call; Michael Burry Boosts GameStop (Live Coverage),Yahoo,https://finnhub.io/api/news?id=f9c70d672391937f91f5aa4fe452a00dc238cc4b29fe3115fbd692b554c9a923,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2699890136719,0.011197624644906631,1
AAPL,2026-01-26 21:05:32,"Stock market today: Dow, S&P 500, Nasdaq rise to kick off key week with Big Tech earnings, Fed decision",Yahoo,https://finnhub.io/api/news?id=fdef171cf425ae802c31823d67b467a04acfca43eb0b78bf9d3c343bb1a954ab,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2699890136719,0.011197624644906631,1
AAPL,2026-01-26 20:55:43,"Apple (AAPL) Stock Trades Up, Here Is Why",Yahoo,https://finnhub.io/api/news?id=7d9c56ce521183ced10f185eaa7c390f8b01c155e059033c8ecb8137de572970,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2699890136719,0.011197624644906631,1
AAPL,2026-01-26 20:50:00,Apple Vs Microsoft: Which is the Best Tech Investment as Quarterly Results Approach?,Yahoo,https://finnhub.io/api/news?id=0df4b6f59b5c6f3fd855603034ad33aa5c4e276e36efd7e0e09aef0d8e59d088,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2699890136719,0.011197624644906631,1
