Date,Close_AMZN,High_AMZN,Low_AMZN,Open_AMZN,Volume_AMZN,symbol
,AMZN,AMZN,AMZN,AMZN,AMZN,
2025-12-01,233.8800048828125,235.8000030517578,232.25,233.22000122070312,42904000,AMZN
2025-12-02,234.4199981689453,238.97000122070312,233.5500030517578,235.00999450683594,45785400,AMZN
2025-12-03,232.3800048828125,233.3800048828125,230.61000061035156,233.35000610351562,35495100,AMZN
2025-12-04,229.11000061035156,233.5,226.8000030517578,232.77000427246094,45683200,AMZN
2025-12-05,229.52999877929688,231.24000549316406,228.5500030517578,230.32000732421875,33075500,AMZN
