symbol,date,open,high,low,close,volume,movement,sentiment_score,news_count,daily_return,price_range,volatility_5d
AAPL,2025-12-23,270.8399963378906,272.5,269.55999755859375,272.3599853515625,29642000.0,1,0.0,1,0.005612129058573717,0.010855126573471093,0.0
AAPL,2026-01-22,249.1999969482422,251.0,248.1499938964844,248.3500061035156,39708300.0,0,0.0,12,-0.003410878230881883,0.011436621743247978,16.977619142442258
AAPL,2026-01-23,247.32000732421875,249.41000366210935,244.67999267578125,248.0399932861328,41689000.0,1,0.0,42,0.0029111513043512597,0.019125064071858093,13.95252202710529
AAPL,2026-01-26,251.47999572753903,256.55999755859375,249.8000030517578,255.41000366210935,55969200.0,1,0.0,73,0.015627517104096825,0.026880843890899054,11.39992588880625
