symbol,date,open,high,low,close,volume
,,CRM,CRM,CRM,CRM,CRM
CRM,2025-01-28,352.46890109155197,364.70899911979836,348.18685878180554,357.6153259277344,12099300
CRM,2025-01-29,356.43308522242864,357.843858095249,349.2201640242237,351.7039489746094,6266700
CRM,2025-01-30,338.6889180371325,345.74287353232364,337.79476149709785,341.34161376953125,7591100
CRM,2025-01-31,345.742891065736,347.23316214791583,337.8941360968504,339.4837646484375,5778000
CRM,2025-02-03,333.7908930522389,339.2452750998084,329.11145069623467,337.0396728515625,4549400
CRM,2025-02-04,343.3783098078291,344.67981074491985,336.47340557938423,341.9079284667969,4965600
CRM,2025-02-05,343.4776519354873,345.7826116294076,336.67207515696214,345.6733093261719,4521000
CRM,2025-02-06,335.29111947226227,335.29111947226227,326.96546720583797,328.66436767578125,13240600
CRM,2025-02-07,329.8466388374716,331.65484154395693,321.6203443587684,323.7166442871094,7626100
CRM,2025-02-10,325.7931205914578,329.59826582842817,324.5313384209432,325.0777893066406,5981900
CRM,2025-02-11,321.9183887916446,324.3227059631927,319.17631082499133,322.2959289550781,5455900
CRM,2025-02-12,317.4773668901393,324.87905785912807,314.91411426969023,324.0047607421875,5643400
CRM,2025-02-13,324.08428173911244,328.2073588109497,321.12359907835935,327.7106018066406,4312100
CRM,2025-02-14,325.90235355185473,326.36930628352377,320.5274398769872,324.4220275878906,5879700
CRM,2025-02-18,326.4587291705734,327.02503937099414,320.90499010099023,326.8263244628906,5262100
CRM,2025-02-19,327.60127850945565,327.60127850945565,320.7758425587096,322.4250793457031,5012000
CRM,2025-02-20,320.14990955833997,322.34559710833406,316.1460497525669,316.3646240234375,6393100
CRM,2025-02-21,316.90112401343634,316.90112401343634,304.86965514155384,307.79058837890625,7353200
CRM,2025-02-24,309.4895327968412,310.7016209993714,301.5513359105853,306.3202209472656,6652900
CRM,2025-02-25,304.2636524456165,306.4195910950157,298.67016395931057,303.89605712890625,7360100
CRM,2025-02-26,310.6320859187478,311.66534895175005,304.4623725667541,305.3366394042969,12638500
CRM,2025-02-27,294.4179367634713,302.9423039100066,290.7717573421373,292.9872741699219,16691400
CRM,2025-02-28,294.0403958363837,300.0213695389735,290.25510991055074,295.91815185546875,10863100
CRM,2025-03-03,299.0476824405732,301.1042634802497,289.1721518971972,291.1591796875,6298200
CRM,2025-03-04,288.11906932324877,289.7583614123664,280.409390731486,285.476318359375,9096300
CRM,2025-03-05,285.3570722590492,290.7816498287126,283.7674439067222,290.0762634277344,6612600
CRM,2025-03-06,286.3605552247186,296.1466440087654,282.98258332076335,284.1946716308594,10396800
CRM,2025-03-07,281.3432729965196,286.440004409572,273.3852468768571,281.05517578125,8248100
CRM,2025-03-10,275.17355279582483,276.5446068623499,268.9640907696343,271.12994384765625,10040200
CRM,2025-03-11,271.9446332052547,278.6309928464292,270.23578803869503,275.2530212402344,8313400
CRM,2025-03-12,280.02191816433384,284.0754418163111,277.2798099082185,282.73419189453125,7463900
CRM,2025-03-13,280.2205730147762,280.727274787341,268.0003646240905,269.9774475097656,9494500
CRM,2025-03-14,273.216343637986,278.07464153828516,270.9113839349445,277.5877990722656,6976900
CRM,2025-03-17,275.5709645664941,280.8962152033799,274.28932305774714,278.9290466308594,4484300
CRM,2025-03-18,278.20379146136474,278.68068911717126,274.15026750575765,276.92218017578125,5881700
CRM,2025-03-19,275.7001249146373,280.38951203588084,275.49149547176864,277.577880859375,5245400
CRM,2025-03-20,275.26299101822957,281.0452498716523,275.26299101822957,277.22021484375,5504700
CRM,2025-03-21,274.41849582398214,280.0219293858747,272.27250192706424,278.7998962402344,9804100
CRM,2025-03-24,281.8996528327976,284.9000845192314,281.3830364675475,284.1052551269531,6763800
CRM,2025-03-25,283.75752555792866,288.5661601105729,283.75752555792866,286.7380676269531,4301700
CRM,2025-03-26,286.4698142053963,287.16528611160646,277.76662213399413,279.16748046875,5070300
CRM,2025-03-27,278.7204217691993,279.07807225027915,274.21980463110077,276.00811767578125,3757200
CRM,2025-03-28,274.9152066974648,275.4119636184054,267.44399352158683,268.21893310546875,4973400
CRM,2025-03-31,262.8341291870963,266.7088582287802,257.50890844493546,266.6194152832031,7585800
CRM,2025-04-01,267.1161135182954,269.06342245332263,264.0958533081965,268.44744873046875,4598200
CRM,2025-04-02,264.23498331917074,271.85524928115666,264.02635386206265,269.77880859375,5396900
CRM,2025-04-03,258.45274215812157,260.8669738607244,252.79963000799293,253.57456970214844,8872600
CRM,2025-04-04,246.09341488172535,248.66661250455718,237.97640731715396,239.19842529296875,9705000
CRM,2025-04-07,228.50819832638814,251.30933943177476,228.50819832638814,242.62603759765625,11965200
CRM,2025-04-08,252.3028610162248,255.7205665414689,238.71159764840493,242.407470703125,9340300
CRM,2025-04-09,239.3375011275609,266.4306455678788,239.3375011275609,263.4501037597656,12491100
CRM,2025-04-10,258.7195117283103,259.9533950667156,246.9079758016327,253.86354064941406,9692300
CRM,2025-04-11,253.01774008168894,255.14720010547077,246.46018388832317,253.744140625,6089000
CRM,2025-04-14,258.719512169536,258.719512169536,251.89329674110186,253.29635620117188,6038100
CRM,2025-04-15,253.11724463444415,255.45567715877536,252.55005973121456,253.6744842529297,5227700
CRM,2025-04-16,250.68924602363424,255.3461898945357,245.47506256308372,248.6095428466797,7190900
CRM,2025-04-17,248.53989968187287,250.32107734194676,245.58452556639912,246.04225158691406,5566900
CRM,2025-04-21,239.245881326436,241.2857881674309,231.62361816322937,235.09642028808594,9240000
CRM,2025-04-22,237.056708883534,243.0172134961763,234.43967200383779,242.19129943847656,7145300
CRM,2025-04-23,251.36591368061553,256.5204104313382,248.27122960999503,249.24639892578125,5818900
CRM,2025-04-24,256.9284046303888,263.67501263737825,255.73430235574477,263.3963928222656,7857600
CRM,2025-04-25,263.4162635639989,267.70503452055453,262.89883547981884,266.5308532714844,5651700
CRM,2025-04-28,266.8293743717208,268.17273179181507,262.03310523853975,264.3317565917969,4977700
CRM,2025-04-29,264.0929217037389,267.25725318850573,263.86407386906006,266.4413146972656,3139800
CRM,2025-04-30,263.49587983101014,267.54584286066154,261.7047567605506,267.3866271972656,4624100
CRM,2025-05-01,272.0535026323769,273.2476047955542,267.6751786461924,268.0035400390625,5208900
CRM,2025-05-02,273.10827808062066,274.9591333857254,270.9091708166825,273.7252197265625,4323400
CRM,2025-05-05,272.0236382368057,274.80986635828674,270.96886120362325,271.28729248046875,4219600
CRM,2025-05-06,268.491158563174,273.4466129008133,267.21746370777396,272.0137023925781,4681600
CRM,2025-05-07,272.36198256421926,277.41698080777826,272.36198256421926,276.8597412109375,4267600
CRM,2025-05-08,277.83488562819514,281.65597003062123,277.00898672974733,278.3622741699219,4789900
CRM,2025-05-09,280.23304606011396,281.08882644093893,272.5311744691004,274.0635986328125,4324200
CRM,2025-05-12,283.5963890315926,287.5468381917414,281.83511712667,287.3975830078125,5937400
CRM,2025-05-13,289.5668234882655,291.29824426169705,287.50701096087215,287.745849609375,6711600
CRM,2025-05-14,292.0545222782317,294.5919514662753,287.83541385450167,289.30810546875,7926200
CRM,2025-05-15,288.143891699413,290.5320657640479,286.53187496496645,289.3280334472656,4635600
