Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,symbol,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,Close_GOOG,High_GOOG,Low_GOOG,Open_GOOG,Volume_GOOG,Close_AMZN,High_AMZN,Low_AMZN,Open_AMZN,Volume_AMZN,Close_META,High_META,Low_META,Open_META,Volume_META,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,Close_TSLA,High_TSLA,Low_TSLA,Open_TSLA,Volume_TSLA,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,Close_BAC,High_BAC,Low_BAC,Open_BAC,Volume_BAC,Close_WFC,High_WFC,Low_WFC,Open_WFC,Volume_WFC,Close_KO,High_KO,Low_KO,Open_KO,Volume_KO,Close_PEP,High_PEP,Low_PEP,Open_PEP,Volume_PEP,Close_MCD,High_MCD,Low_MCD,Open_MCD,Volume_MCD,Close_NKE,High_NKE,Low_NKE,Open_NKE,Volume_NKE,Close_PG,High_PG,Low_PG,Open_PG,Volume_PG,Close_DIS,High_DIS,Low_DIS,Open_DIS,Volume_DIS,Close_NFLX,High_NFLX,Low_NFLX,Open_NFLX,Volume_NFLX,Close_ORCL,High_ORCL,Low_ORCL,Open_ORCL,Volume_ORCL,Close_CRM,High_CRM,Low_CRM,Open_CRM,Volume_CRM,date
,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NVDA,NVDA,NVDA,NVDA,NVDA,TSLA,TSLA,TSLA,TSLA,TSLA,JPM,JPM,JPM,JPM,JPM,BAC,BAC,BAC,BAC,BAC,WFC,WFC,WFC,WFC,WFC,KO,KO,KO,KO,KO,PEP,PEP,PEP,PEP,PEP,MCD,MCD,MCD,MCD,MCD,NKE,NKE,NKE,NKE,NKE,PG,PG,PG,PG,PG,DIS,DIS,DIS,DIS,DIS,NFLX,NFLX,NFLX,NFLX,NFLX,ORCL,ORCL,ORCL,ORCL,ORCL,CRM,CRM,CRM,CRM,CRM,
2025-12-01,283.1000061035156,283.4200134277344,276.1400146484375,278.010009765625,46587700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01
2025-12-02,286.19000244140625,287.3999938964844,282.6300048828125,283.0,53669500.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-02
2025-12-03,284.1499938964844,288.6199951171875,283.29998779296875,286.20001220703125,43538700.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-03
2025-12-04,280.70001220703125,284.7300109863281,278.5899963378906,284.1000061035156,43989100.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-04
2025-12-05,278.7799987792969,281.1400146484375,278.04998779296875,280.5400085449219,47244000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-05
2025-12-01,,,,,,MSFT,486.739990234375,489.8599853515625,484.6499938964844,488.44000244140625,23964000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01
2025-12-02,,,,,,MSFT,490.0,493.5,486.32000732421875,486.7200012207031,19562700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-02
2025-12-03,,,,,,MSFT,477.7300109863281,484.239990234375,475.20001220703125,476.32000732421875,34615100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-03
2025-12-04,,,,,,MSFT,480.8399963378906,481.32000732421875,476.489990234375,479.760009765625,22318200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-04
