Date,Close_NFLX,High_NFLX,Low_NFLX,Open_NFLX,Volume_NFLX,symbol
,NFLX,NFLX,NFLX,NFLX,NFLX,
2025-12-01,109.12999725341797,109.33999633789062,106.30999755859375,106.51000213623047,24873400,NFLX
2025-12-02,109.3499984741211,109.7300033569336,107.5199966430664,109.20999908447266,25763000,NFLX
2025-12-03,103.95999908447266,106.87000274658203,102.02999877929688,106.58999633789062,53593400,NFLX
2025-12-04,103.22000122070312,103.80000305175781,101.7699966430664,103.56999969482422,51779100,NFLX
2025-12-05,100.23999786376953,104.79000091552734,97.73999786376953,98.77999877929688,133177200,NFLX
