symbol,datetime,headline,source,url,date
AAPL,2026-01-26 15:03:32,"Apple, Meta, Tesla to Report Earnings This Week: What to Watch",Yahoo,https://finnhub.io/api/news?id=5d3e03a03d2d2061158f84a20f8cc046312f0eaf2dc50af96a0bcd9452b6768e,2026-01-26
AAPL,2026-01-26 14:56:44,Google settles Google Assistant privacy lawsuit for $68 million,Yahoo,https://finnhub.io/api/news?id=57c5256199bb6469281dee370373074013fce22c40c55ca706f5577ad23724ea,2026-01-26
AAPL,2026-01-26 14:45:01,ETG: Solid Performance But Stay Cautious On Valuation,SeekingAlpha,https://finnhub.io/api/news?id=ad44f07e6609d65b901a520d2173b43eb74988e6dfd613458bd5d3b445328d5d,2026-01-26
AAPL,2026-01-26 14:40:49,Nvidia’s Unspoken Problem: 40% of Revenue Comes From Companies Developing Their Own AI Chips,Yahoo,https://finnhub.io/api/news?id=d25ac2c91c8eb13c0acdf8bb907016529986bac0d4a9a7c3d493d5b40273a244,2026-01-26
AAPL,2026-01-26 14:30:16,Meta Pre-Earnings: Capex Fears Equal Buying Opportunity,SeekingAlpha,https://finnhub.io/api/news?id=551282c0a238beebd061a8e2b897fde33d2995fca17775b39c2e978795f3d24f,2026-01-26
AAPL,2026-01-26 14:26:43,"Meta, Apple, Microsoft report earnings this week: What to watch",Yahoo,https://finnhub.io/api/news?id=5d70551c0737d0b97a7bb518199c8533f2abf62c7d608d94c5fc2be0dcdd6758,2026-01-26
AAPL,2026-01-26 14:18:56,Tech stocks are confronting a challenge they haven't had to worry about in a while,Yahoo,https://finnhub.io/api/news?id=d0c348ce35c2d97ad8966efabe5d7d41b891c7724fb501c37838bfc198dcfd1a,2026-01-26
AAPL,2026-01-26 14:15:12,"Jensen Huang Gets Much, Much Richer",Yahoo,https://finnhub.io/api/news?id=29bf325567a2f431b569c708ab227480e2d9dded29b63cdc8259a4dd7d0d3cb6,2026-01-26
AAPL,2026-01-26 14:07:27,"Tech earnings, gold & silver highs, gov't shutdown odds: 3 Things",Yahoo,https://finnhub.io/api/news?id=21e46e1286e8c56b3a93ffa8157c5d4d88c2ae66a9720de71edca180f0d5f65b,2026-01-26
AAPL,2026-01-26 14:06:45,Wall Street analyst sees ’further downside’ in Apple stock amid margin headwinds,Yahoo,https://finnhub.io/api/news?id=c1c4d439dd20ef393fb1f99c1f61b1c57032703ac6133582bfb567a561e2695a,2026-01-26
AAPL,2026-01-26 13:35:00,Earnings live: Baker Hughes stock rises as Big Tech earnings come into view,Yahoo,https://finnhub.io/api/news?id=c4ea8a8e4fcc8e5228e3138af0895ecb92faed3fe7dae1648d06211ff67af246,2026-01-26
AAPL,2026-01-26 13:01:14,"Retail Investors Dump Apple Stock While Nvidia, Tesla See Massive Inflows",Yahoo,https://finnhub.io/api/news?id=dbe5eb6e10de2a0b0dc331f9e156f05d79c411ef21a07c5a30a0975c461e4850,2026-01-26
AAPL,2026-01-26 12:58:20,"Will gold prices hit $6,000 this year? Have your say",Yahoo,https://finnhub.io/api/news?id=e0c6bb81d381763166101eda0f3c981970758a5ae427fd9c74cdbc55428caa75,2026-01-26
AAPL,2026-01-26 12:36:09,"Intel: Post-Earnings Pullback Restores Some Upside, But Bumpy Road Ahead",SeekingAlpha,https://finnhub.io/api/news?id=c4c59ae3195ed046e1a8dc512d9ed748c1b674240c3c4f1479b3ad3647ae21ff,2026-01-26
AAPL,2026-01-26 12:28:16,"Stocks Down Pre-Bell Ahead of Major Tech Earnings, Fed Policy Decision",Yahoo,https://finnhub.io/api/news?id=d38ad332ae2966110437eb0f95f2dd0f58a017a83b569fd792137b82f1f74d88,2026-01-26
AAPL,2026-01-26 12:28:00,Is Tesla Stock a Good Bet? How to Use Magnificent 7 Earnings Volatility to Your Advantage.,Yahoo,https://finnhub.io/api/news?id=9317a5da80dbede4d737ab41c908698dbee5548304d02ff4f0ecddb03c781871,2026-01-26
AAPL,2026-01-26 12:17:34,Apple Set to Post Largest Revenue Jump in Four Years,Yahoo,https://finnhub.io/api/news?id=096df3fb75bce293e06527d474208dc2bb72096a736a7f23fd40c5bdfce81b7e,2026-01-26
AAPL,2026-01-26 12:09:49,Amazon Shares Stall as Job Cuts Loom Against $35B AI Spending | AMZN Stock,Yahoo,https://finnhub.io/api/news?id=bb3a675c14eb5474572a4822340f2d232b68ff773b958a53be43a78b6add3de6,2026-01-26
AAPL,2026-01-26 12:00:02,Option Volatility And Earnings Report For January 26 - 30,Yahoo,https://finnhub.io/api/news?id=b6300d2a69b8951bfb47a67d49e66ec88b1d7ee170ed64d223ce5926f71eec7f,2026-01-26
AAPL,2026-01-26 11:41:32,Why stablecoins could power the AI agent economy,Yahoo,https://finnhub.io/api/news?id=6ee704f65ac5c3157907aa7d4d568cb64b29de1523352588b331c8ada3e6c432,2026-01-26
AAPL,2026-01-26 11:25:29,"Fed, Geopolitics, Earnings, Gold Spike Cap Wall Street Pre-Bell; Asia, Europe Off",Yahoo,https://finnhub.io/api/news?id=062456d8c2b30814159f3f325c880ef87cad7277d48593e4e8969d47cd1bec7a,2026-01-26
AAPL,2026-01-26 11:03:41,"Stock market today: Dow, S&P 500, Nasdaq falter with big week of Big Tech earnings, Fed meeting ahead",Yahoo,https://finnhub.io/api/news?id=7306303d60100c5471decf14edcaeb41968e2c6f3a23b629bf1f383bb210067e,2026-01-26
AAPL,2026-01-26 11:01:44,"The iPhone 17 cycle has been 'gangbusters' for Apple, says Rosenblatt's Barton Crockett",CNBC,https://finnhub.io/api/news?id=fdf10518a47ee5214489ff09c89b0db135b641d8bb83de4e24aca9edebdaecd0,2026-01-26
AAPL,2026-01-26 10:57:55,"US Equity Investors to Look Out for Big Tech Earnings, Fed Policy Announcements This Week",Yahoo,https://finnhub.io/api/news?id=fd9405ecabac2b6aa72eb57918774788c00168808369b570f679e4c7474bef55,2026-01-26
AAPL,2026-01-26 10:41:00,"Apple's Action Tells Me That Another ""Magnificent Seven"" Stock Is the Best AI Investment Opportunity in 2026 and Beyond",Yahoo,https://finnhub.io/api/news?id=a1ee212b04a69d0e5be68ee2db7e28fef86cee36e39bc0970a40eadac2bf0a0f,2026-01-26
AAPL,2026-01-26 10:40:00,"Tech Rebound Soothes Greenland-Induced Shivers, Just As Earnings Season Hits Its Stride",SeekingAlpha,https://finnhub.io/api/news?id=3ca7eb144a4146935221c1e17b357a04a77f34682c6590f5b53b5f31c9d56096,2026-01-26
AAPL,2026-01-26 09:50:47,Alphabet's Big Rally: Ranking The Magnificent 7,SeekingAlpha,https://finnhub.io/api/news?id=f95f27d47dc9c9fe08714579b6d05ce87c2ca531f228f2c076797cb29ea11ba5,2026-01-26
AAPL,2026-01-26 09:00:47,"Apple: Q1 Results Could Trigger A Price Reversal, But Buy Regardless",SeekingAlpha,https://finnhub.io/api/news?id=578bc67f797b075baed829774b77363cb9abc0b3b65c8e36ac387f3b9b9b9dbe,2026-01-26
AAPL,2026-01-26 08:45:00,"The Stock Market This Week: President Trump's Tariffs, the Fed's Interest Rate Decision, and Big Tech Earnings",Yahoo,https://finnhub.io/api/news?id=9ac3bf086c05fe18ba93f6031898b6d66ad42cbe53a5f559382125d2b6f49b5f,2026-01-26
AAPL,2026-01-26 08:37:54,VIG: Dividend Investors Should Be Careful (Rating Downgrade),SeekingAlpha,https://finnhub.io/api/news?id=0635f592ff9bbe2273141fa2a9d672cae77058a9b4bb04623252826f148f6248,2026-01-26
AAPL,2026-01-26 08:30:00,"Dividend Harvesting Portfolio Week 256: $25,600 Allocated, $2,739 In Projected Dividends",SeekingAlpha,https://finnhub.io/api/news?id=2fabfc6036e993c116a37197f9f41498e1ce8916b2f50f74a9549e8ee09e4027,2026-01-26
AAPL,2026-01-26 08:14:59,"Minnesota shooting, Big Tech earnings, the winter storm and more in Morning Squawk",CNBC,https://finnhub.io/api/news?id=5c054d1b67b02e8859a550ac2819e90f1caf3f937c3f7124f6996109065368ce,2026-01-26
AAPL,2026-01-26 07:27:00,"Microsoft, Meta, Tesla and Apple are part of Zacks Earnings Preview",Yahoo,https://finnhub.io/api/news?id=b911b3d4cc7ea7aafa3c78292ff0e001d56f2da00e1900fad396d2fdeb7521ac,2026-01-26
AAPL,2026-01-26 07:00:01,"Nvidia set to supplant Apple as TSMC's top customer, signaling chip industry's 'changing dynamic' ",CNBC,https://finnhub.io/api/news?id=a88a6cf9507a86d99a5c9d5bfeaee081d4667affe6d4b3473d1638056dba376c,2026-01-26
AAPL,2026-01-26 06:00:25,I slept on a freezer so I could pay staff – you need to do everything it takes to succeed,Yahoo,https://finnhub.io/api/news?id=236ae53cad7fb8be3fba1924e775d97ed0a6490012630b94563c1fd661418365,2026-01-26
AAPL,2026-01-26 06:00:06,How staying 'dry' beyond January could be a big boost to your finances,Yahoo,https://finnhub.io/api/news?id=68ed265bd645f89cb9064a9b9329abf9fe45527bb0e10965c04edc67ed1ac9ee,2026-01-26
AAPL,2026-01-26 02:48:15,"CNBC Daily Open: As Trump destabilizes foreign relationships, Europe forges new ties",CNBC,https://finnhub.io/api/news?id=b16b4be61a60106fb924ec48294e4c4f2a0881e3d35b38ad9135df0095e50565,2026-01-26
AAPL,2026-01-26 00:25:00,Where Could This Stock Be Trading in 5 Years? Here's a Long-Term Look.,Yahoo,https://finnhub.io/api/news?id=7499dbeca45a9184122457343a1158fa151202f55c8f73b812f8e5d001938a21,2026-01-26
AAPL,2026-01-25 23:40:29,"Dow Jones Futures Fall; Trump Tariffs, Government Shutdown, Big Earnings In Focus",Yahoo,https://finnhub.io/api/news?id=d7eac97034f9f0f9fa212be8bd56d54592fd890060b8e3c866961d48b30413e7,2026-01-25
AAPL,2026-01-25 23:31:00,Stock Futures Are Falling Ahead of Fed Meeting as Shutdown Fears Rise,Yahoo,https://finnhub.io/api/news?id=797f5b82c67bdc12201e74a6c116d056c3bafc58b9ef025f8da6c32505ece4a6,2026-01-25
AAPL,2026-01-25 19:04:25,"Dow Jones Futures Due With Trump Tariffs, Government Shutdown, Big Earnings In Focus",Yahoo,https://finnhub.io/api/news?id=3dfee4f0f03ade3709bca628ad052b75e740be90e1f536f5b5e7d25a25d958a4,2026-01-25
AAPL,2026-01-25 19:00:00,"Fed Meeting, Apple, Meta, GM, Boeing, Chevron, and More to Watch This Week",Yahoo,https://finnhub.io/api/news?id=eb73b7c3c56a50bf1f20ac95c6fc617182ec0c32dd92c8a4cbfd88a96baa70f2,2026-01-25
AAPL,2026-01-25 18:00:02,"Earnings, Tariffs and Other Key Things to Watch this Week",Yahoo,https://finnhub.io/api/news?id=3924bc06311c74cc88e6186542bd6b13ca7e8ecdba3e4bef4118218375e79de4,2026-01-25
AAPL,2026-01-25 17:04:00,This Telecom Stock Could Be a Surprising Long-Term Winner as Artificial Intelligence Adoption Accelerates,Yahoo,https://finnhub.io/api/news?id=4e04b30f19c4ccf3f884a4e51bfb3fb816d94290b8b4786c9d0d42479fe6f52c,2026-01-25
AAPL,2026-01-25 16:00:12,Wall Street Brunch: Megacaps And The Fed,SeekingAlpha,https://finnhub.io/api/news?id=3d58da20dda547dbac245257b86c684c467378e8e6b5ae97056ac2b6380f5d48,2026-01-25
AAPL,2026-01-25 15:00:00,"Investors Hedge China, Tech Risks Amid Trump TACO Trade Drama",Yahoo,https://finnhub.io/api/news?id=346877eccd958cdd6c20e3635a8caf62afe5aae98882d7a2ee3262c2ffca15c0,2026-01-25
AAPL,2026-01-25 14:39:34,China Opens Door to Nvidia H200 Chips But Questions Outnumber Answers,Yahoo,https://finnhub.io/api/news?id=dced40a780c97b9bf0c681ba10d394cfe05d32fba7a5824a79f07034e8dced05,2026-01-25
AAPL,2026-01-25 14:00:07,Big Tech Earnings Land With 2026’s AI Winners Still In Question,Yahoo,https://finnhub.io/api/news?id=9233c3644792cdfe5c947371949509aea32bcba6105ff98156df32115830b8da,2026-01-25
AAPL,2026-01-25 13:16:00,"Dow Jones Futures Loom: New Trump Tariff Threat, Government Shutdown, Earnings Wave In Focus",Yahoo,https://finnhub.io/api/news?id=c84bb42e70c5e791e294dfa079afc52cc721f0a06d7e1905b39ab47589a977dc,2026-01-25
AAPL,2026-01-25 12:54:34,"Big Tech earnings, Fed meeting feature as markets end January with busiest week of Q1: What to watch",Yahoo,https://finnhub.io/api/news?id=d321b47cddf11d68be78b9f043fc46d9aef6f6739024e647b79d754b4c1b829d,2026-01-25
AAPL,2026-01-25 11:05:00,"1 Incredible Stock Warren Buffett Bought Over 30 Years Ago Is Up 150% in 3 Years, And It's About to Overtake Apple as Berkshire Hathaway's Largest Holding",Yahoo,https://finnhub.io/api/news?id=59be7b7cc75eb778a186af2ede1feca1ab1190f2326f9637abc50ca3061ae463,2026-01-25
AAPL,2026-01-25 10:34:00,"1 ""Magnificent Seven"" Stock That's a Clear Fintech Powerhouse",Yahoo,https://finnhub.io/api/news?id=c015d5e9679e8fae3e8a1ba8cc0eac590386fff559fb38941281b6672bc1ba1d,2026-01-25
AAPL,2026-01-25 10:00:00,"What to Expect in Markets This Week: Fed Interest Rate Decision, Earnings From Microsoft, Meta, Tesla, Apple",Yahoo,https://finnhub.io/api/news?id=53e97af7c74f475a1286d54f4caf2fc763e5b409e642ddc43f5c2a26d93a0fa3,2026-01-25
AAPL,2026-01-25 09:11:52,Goldman Sticks With Apple (AAPL) Buy Rating Despite Early-2026 Weakness,Yahoo,https://finnhub.io/api/news?id=6df4eebd0c2f0ef81189167134dc1b63deb343b72bdc56d67afaead4ae7795a7,2026-01-25
AAPL,2026-01-25 08:42:48,Wall Street Week Ahead,SeekingAlpha,https://finnhub.io/api/news?id=556a3cdd7d15a2be275e3eed4041abc55ab412053eb3124249c0e26a07ee9b3b,2026-01-25
AAPL,2026-01-25 06:20:50,From Bill Gates to Emmanuel Macron: How the world’s most powerful people communicate and exert influence,CNBC,https://finnhub.io/api/news?id=e97f5144a8aa29be060fc65049e4104563ea0d374bbb0e9923987f3d5a5273ab,2026-01-25
AAPL,2026-01-25 04:42:16,Alphabet Inc. (GOOGL) Strengthens Its Position in AI and Cloud Innovation,Yahoo,https://finnhub.io/api/news?id=7f18b4236664aaf96a47f63db2b267952a07dd0d10f60df899ca90d4b1b08d7a,2026-01-25
AAPL,2026-01-25 03:29:24,Is QUALCOMM (QCOM) One of the Best 5G Stocks to Invest In?,Yahoo,https://finnhub.io/api/news?id=6c1ca8ac6dbd5a41106b831cd072f350187b346945581349b8e71a41c1406e8f,2026-01-25
