Date,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,symbol
,NVDA,NVDA,NVDA,NVDA,NVDA,
2025-12-01,179.9099884033203,180.28997214473748,173.67033006996684,174.75027181562072,188131000,NVDA
2025-12-02,181.4499053955078,185.6496685428864,179.98997995570696,181.74987648908228,182632200,NVDA
2025-12-03,179.5800018310547,182.43984327721986,179.1000328161426,181.06992440272873,165138000,NVDA
2025-12-04,183.3800048828125,184.52000427246094,179.9600067138672,181.6199951171875,167364900,NVDA
2025-12-05,182.41000366210938,184.66000366210938,180.91000366210938,183.88999938964844,143635500,NVDA
